category_id,x_min,y_min,x_max,y_max
饮料,0.6545426845550537,757.5253295898438,1332.095703125,835.0231323242188,1423.8134765625
饮料,0.9726090431213379,706.6261596679688,1695.0784912109375,783.3820190429688,1894.6556396484375
饮料,0.9700026512145996,441.762451171875,1694.961181640625,514.173583984375,1901.69677734375
饮料,0.660485029220581,986.4884643554688,759.0477905273438,1070.109130859375,956.3336791992188
饮料,0.5118216276168823,660.4302978515625,795.1350708007812,737.8184814453125,979.4392700195312
饮料,0.9815373420715332,507.8358154296875,1685.706298828125,581.39453125,1900.3017578125
饮料,0.5923287272453308,299.49407958984375,1695.272216796875,376.87664794921875,1911.073974609375
饮料,0.6694636940956116,583.891845703125,459.2760009765625,668.150390625,677.2130126953125
饮料,0.32989299297332764,4.6008453369140625,1367.0592041015625,92.32662200927734,1545.4945068359375
啤酒,0.9845423698425293,956.5821533203125,439.2735595703125,1044.12451171875,651.3594970703125
啤酒,0.6602161526679993,347.1674499511719,460.0538330078125,436.6042175292969,682.7720947265625
啤酒,0.956350564956665,219.38148498535156,1696.42138671875,305.150146484375,1904.052734375
啤酒,0.6781250834465027,577.650634765625,796.6035766601562,661.8035888671875,980.1245727539062
啤酒,0.5831976532936096,151.10678100585938,463.46142578125,260.49395751953125,696.5726318359375
啤酒,0.7021853923797607,657.59375,787.84375,741.7091064453125,973.2142333984375
啤酒,0.9835673570632935,982.682861328125,1628.9346923828125,1067.7939453125,1830.5203857421875
啤酒,0.9244603514671326,150.36126708984375,1090.1451416015625,241.90408325195312,1282.3936767578125
啤酒,0.982135534286499,498.76922607421875,790.3294067382812,584.2999877929688,986.6001586914062
啤酒,0.9696336388587952,881.1875610351562,445.62945556640625,968.2874145507812,654.0717163085938
啤酒,0.35402822494506836,505.460693359375,1687.6920166015625,587.8984375,1892.5538330078125
啤酒,0.585853099822998,365.82086181640625,1689.545166015625,452.21856689453125,1900.42724609375
啤酒,0.3278767764568329,779.5214233398438,1688.4354248046875,867.2688598632812,1875.8216552734375
啤酒,0.6267730593681335,914.110595703125,755.8912963867188,996.3497314453125,953.6791381835938
啤酒,0.5204713940620422,574.4918823242188,1678.3909912109375,651.3485717773438,1876.1551513671875
啤酒,0.9967432618141174,730.5709838867188,450.884033203125,812.3875122070312,665.12548828125
啤酒,0.8626777529716492,297.5370178222656,1697.65087890625,382.6473693847656,1901.94873046875
啤酒,0.6878854632377625,264.47564697265625,464.20367431640625,363.65704345703125,684.3462524414062
啤酒,0.7656407356262207,912.6671142578125,1633.92138671875,1001.6239013671875,1821.5517578125
啤酒,0.9948524832725525,805.7791137695312,442.3605041503906,897.3397827148438,655.500732421875
啤酒,0.9891126751899719,721.9984741210938,1078.3699951171875,804.7505493164062,1263.4249267578125
啤酒,0.861247181892395,429.0981750488281,461.3328857421875,515.4435424804688,675.5594482421875
啤酒,0.9621720910072327,794.826904296875,1073.0093994140625,874.6536865234375,1257.4486083984375
啤酒,0.38137078285217285,643.4774780273438,1686.6630859375,720.7129516601562,1870.802001953125
啤酒,0.5925154089927673,584.4320068359375,456.901611328125,669.713134765625,668.114501953125
啤酒,0.8771082162857056,1.5316162109375,1354.8419189453125,93.26848602294922,1537.5130615234375
啤酒,0.9950135350227356,650.29736328125,1075.2591552734375,731.3411865234375,1261.1588134765625
啤酒,0.481183797121048,1018.6179809570312,445.6373596191406,1080.0,657.3203125
啤酒,0.9940629601478577,573.5743408203125,1086.7918701171875,664.84619140625,1269.2896728515625
啤酒,0.9840493202209473,818.1849365234375,764.156005859375,913.493896484375,973.1826171875
啤酒,0.8676904439926147,101.48036193847656,471.70013427734375,182.13539123535156,696.2717895507812
啤酒,0.9375115036964417,865.1439819335938,1068.8018798828125,945.1719360351562,1254.4825439453125
啤酒,0.7558633685112,498.17681884765625,457.296630859375,592.9596557617188,667.67626953125
啤酒,0.9965797066688538,58.43535614013672,1097.3736572265625,152.21218872070312,1275.1463623046875
啤酒,0.4724492132663727,755.2748413085938,1328.2874755859375,837.0285034179688,1427.3128662109375
啤酒,0.9432478547096252,203.9571533203125,1338.6717529296875,287.6905517578125,1523.8248291015625
啤酒,0.9772895574569702,0.0,1104.1065673828125,71.68587493896484,1281.1536865234375
啤酒,0.9856836199760437,421.3056640625,796.1044311523438,510.91400146484375,985.0186157226562
啤酒,0.5754445195198059,937.8682250976562,1056.0574951171875,1021.1375122070312,1258.4591064453125
啤酒,0.7783631682395935,203.14492797851562,761.57421875,348.5860290527344,883.8052978515625
啤酒,0.9951990246772766,604.3134155273438,1338.2166748046875,690.9340209960938,1510.1798095703125
啤酒,0.9778251051902771,94.87876892089844,1345.059326171875,189.39707946777344,1536.3037109375
啤酒,0.841523289680481,136.4932861328125,881.2275390625,228.79730224609375,1009.56298828125
啤酒,0.9961971044540405,534.8289184570312,1339.571533203125,623.8645629882812,1512.955322265625
啤酒,0.43516218662261963,850.353271484375,1654.45361328125,925.2432861328125,1831.075439453125
啤酒,0.9481227397918701,267.232421875,1340.2845458984375,363.957763671875,1533.7811279296875
啤酒,0.9940599799156189,401.253173828125,1335.5977783203125,489.5162353515625,1514.8072509765625
啤酒,0.9420346021652222,656.44287109375,440.8815612792969,748.5321044921875,668.7813110351562
啤酒,0.9876118302345276,335.3934631347656,1335.733642578125,424.7546081542969,1518.31640625
啤酒,0.7518383264541626,984.4917602539062,744.6464233398438,1067.033203125,947.2349243164062
啤酒,0.9789840579032898,471.25750732421875,1341.6092529296875,558.6069946289062,1514.7176513671875
啤酒,0.964523434638977,1012.9172973632812,1065.7569580078125,1079.706787109375,1256.7757568359375
啤酒,0.993176281452179,743.1378784179688,775.5233154296875,822.3325805664062,968.2965087890625
啤酒,0.9833375811576843,298.1495361328125,872.0795288085938,396.9630126953125,992.2102661132812
啤酒,0.7546460628509521,218.50146484375,882.2784423828125,311.43096923828125,999.4796142578125
