category_id,x_min,y_min,x_max,y_max
矿泉水,0.27138185501098633,745.8775024414062,531.5186767578125,819.1707153320312,814.6884765625
矿泉水,0.1702452152967453,318.8223571777344,205.40203857421875,393.3069152832031,437.02984619140625
矿泉水,0.1035991981625557,18.543060302734375,241.58352661132812,83.90303039550781,449.5950012207031
矿泉水,0.8174241781234741,0.0,921.2244873046875,49.86360549926758,1205.8509521484375
矿泉水,0.12939222157001495,190.69908142089844,243.04367065429688,272.87225341796875,444.8656921386719
矿泉水,0.40737462043762207,903.908447265625,1255.7005615234375,1032.3516845703125,1572.1658935546875
矿泉水,0.4301799535751343,749.9132690429688,1266.087646484375,842.1649780273438,1545.38037109375
矿泉水,0.7428712248802185,111.7449951171875,1264.3179931640625,241.23788452148438,1615.8931884765625
矿泉水,0.4723854064941406,800.500732421875,157.08102416992188,897.5811767578125,424.4803161621094
矿泉水,0.15346349775791168,372.3384704589844,197.8082275390625,461.5921325683594,436.977294921875
矿泉水,0.5315467715263367,365.0101623535156,930.787353515625,443.7690734863281,1169.455810546875
矿泉水,0.30966734886169434,214.73541259765625,1257.261474609375,341.57275390625,1451.542724609375
矿泉水,0.16085053980350494,740.8895263671875,149.33969116210938,832.273193359375,426.6077575683594
矿泉水,0.1554187536239624,493.95672607421875,152.04937744140625,586.2833862304688,441.67266845703125
矿泉水,0.5181114673614502,318.4145812988281,539.525634765625,412.7177429199219,827.5882568359375
矿泉水,0.19195015728473663,650.7470703125,153.78382873535156,746.7122802734375,432.2542724609375
矿泉水,0.652860701084137,5.154144287109375,1275.31787109375,129.7543182373047,1610.783935546875
矿泉水,0.32238754630088806,748.2562866210938,892.752197265625,849.8558959960938,1168.8779296875
矿泉水,0.7916253209114075,484.1912841796875,1270.793212890625,664.177978515625,1616.54638671875
矿泉水,0.2406364530324936,572.5927734375,161.66078186035156,667.469970703125,439.216064453125
矿泉水,0.4185561239719391,95.42964172363281,910.8309326171875,180.6382293701172,1167.7281494140625
矿泉水,0.28911837935447693,3.4304332733154297,565.313720703125,54.954933166503906,839.8668212890625
矿泉水,0.7165012955665588,326.9344177246094,1259.452880859375,489.8961486816406,1496.537841796875
矿泉水,0.19007320702075958,260.37078857421875,229.47286987304688,333.41473388671875,437.4445495605469
矿泉水,0.7602661848068237,658.3916015625,1292.915771484375,787.0986328125,1591.839599609375
矿泉水,0.4214341342449188,830.9021606445312,1246.36669921875,929.6500854492188,1501.777587890625
矿泉水,0.6357045769691467,2.1825122833251953,238.0575408935547,44.64103698730469,459.277587890625
矿泉水,0.316671758890152,672.7353515625,522.4193115234375,754.1273193359375,822.880859375
矿泉水,0.3511176109313965,547.0440673828125,890.80419921875,658.4161376953125,1156.47216796875
矿泉水,0.4732149839401245,28.4278564453125,546.3953857421875,116.12232971191406,841.9674072265625
矿泉水,0.1708192378282547,235.6184539794922,906.94970703125,332.9574890136719,1175.1689453125
矿泉水,0.08593077957630157,663.0067138671875,890.0798950195312,873.4013671875,1161.196044921875
